ph	Hardness	Solids	Chloramines	Sulfate	Conductivity	Organic_carbon	Trihalomethanes	Turbidity	Potability
648.819.323.961.521	2.254.819.087.637.100	3.486.442.789.348.470	8.951.692.284.573.430	3.855.056.353.657.390	32.450.984.090.751.600	1.269.654.480.364.060	9.711.286.018.614.000	4.592.073.570.820.990	0
5.869.736.755.337.520	20.772.545.515.980.400	22.244.218.235.890.600	65.977.643.395.030.800	3.525.639.869.759.790	46.561.648.082.479.200	14.838.100.233.982.500	778.227.370.729.317	4.689.315.047.790.610	0
5.304.142.660.215.900	1.609.683.582.363.080	2.529.951.155.745.430	628.604.310.963.364	30.050.068.924.411.100	49.779.039.051.282.300	15.013.030.334.164.600	61.115.513.216.060.700	4.165.723.663.998.690	0
70.861.684.008.433.000	1.891.453.776.814.230	4.304.492.483.085.910	36.158.905.172.021.000	25.937.332.176.941.600	4.009.043.496.859.450	12.993.012.235.980.900	63.902.288.254.970.900	34.165.397.533.412	0
795.776.834.399.615	27.673.356.890.740.400	17.162.398.420.975.300	7.841.541.552.765.090	397.431.962.226.721	51.442.172.196.485	14.529.779.296.031.900	6.055.969.904.146.050	34.507.458.924.446.000	0
8.875.642.278.454.440	22.892.158.718.620.900	284.877.085.978.243	5.318.731.980.337.870	3.519.607.231.772.030	47.477.251.899.981.100	14.683.970.470.839.200	525.788.600.217.086	4.006.991.558.563.300	0
6.613.709.117.641.840	1.411.289.215.214.310	25.648.569.496.257.400	722.297.155.669.755	29.523.689.211.539.100	374.770.315.796.252	14.038.263.256.862.100	7.429.924.980.115.890	35.397.711.113.739.900	0
7.735.705.021.751.650	13.731.816.582.716.100	1.672.397.724.364.570	7.675.826.174.302.700	28.253.989.232.753.500	5.953.292.634.501.310	18.756.139.371.883.500	6.304.277.916.472.730	21.486.115.361.452.700	0
9.925.041.328.429.100	23.871.339.338.235.500	107.046.031.822.988	6.110.019.418.331.790	3.515.974.226.871.130	4.059.001.841.052.150	13.550.366.565.856.900	5.946.266.898.344.460	4.703.803.488.576.940	0
9.002.583.109.651.110	2.029.907.652.715.340	19.523.124.864.689.200	7.244.753.274.494.470	33.036.151.226.896.900	36.649.172.865.989.800	15.689.404.490.512.300	55.697.399.521.310.800	4.904.837.414.733.290	0
5.095.766.464.935.880	27.340.844.807.965.900	2.630.729.845.475.980	10.219.804.099.110.600	3.802.014.982.103.230	5.138.775.792.590.820	18.272.418.324.919.700	61.425.186.950.138.400	4.352.193.469.514.860	0
8.594.677.108.362.670	2.637.645.926.846.320	23.220.120.613.390.300	6.394.463.065.325.560	3.839.625.917.765.630	5.888.527.328.527.760	13.579.996.003.945.700	8.619.163.513.353.910	4.754.072.499.317.670	0
7.083.779.060.507.370	11.282.025.397.576.200	8.580.245.561.280.900	42.102.840.805.824.900	23.485.269.925.804.800	4.347.477.154.375.990	2.339.951.606.024.520	941.603.073.012.966	3.887.680.684.530.790	0
7.682.872.498.072.520	1.807.013.754.732.770	12.105.721.934.269.500	5.396.716.118.190.090	2.962.388.768.643.900	4.698.356.255.488.430	1.583.176.343.631.830	6.180.209.510.271.700	3.778.606.787.628.920	0
4.443.238.899.143.100	1.789.562.057.574.610	2.500.853.224.756.480	4.948.814.508.726.150	29.857.667.599.919.200	4.295.447.730.337.780	17.729.724.041.901.300	5.634.768.853.029.350	3.268.324.835.835.590	0
6.978.664.262.373.810	18.324.279.619.429.300	23.114.446.075.687.800	6.500.825.401.623.310	3.231.557.768.835.910	4.700.787.053.155.330	1.608.284.747.893.400	6.599.571.677.480.570	4.766.943.236.072.570	0
6.623.613.565.745.120	203.030.141.349.452	17.167.301.297.022.400	6.049.600.899.198.100	31.172.628.825.094.700	41.024.324.745.907.200	159.145.000.730.461	6.502.122.896.904.760	29.151.659.507.443.900	0
3.664.710.561.719.390	2.010.973.162.217.640	2.810.275.662.504.670	5.682.035.301.583.480	33.002.353.056.666.200	29.114.844.892.992.700	1.747.063.098.396.350	7.510.180.148.396.560	33.161.576.568.421.600	0
4.814.135.620.889.670	20.521.404.105.658.800	17.650.405.049.112.000	812.108.014.749.549	3.504.879.386.993.510	4.140.307.089.516.420	10.999.416.075.761.200	474.026.658.716.864	5.190.851.804.612.120	0
74.367.826.093.455.300	20.809.400.400.931.200	2.854.461.628.698.030	6.500.052.537.164.000	3.390.238.981.601.920	5.227.937.299.996.900	17.115.276.027.720.800	653.112.772.256.807	37.276.637.192.074.700	0
4.723.312.573.250.520	252.274.895.005.436	22.833.192.041.516.500	5.922.450.614.186.970	37.856.030.360.783.100	4.112.950.246.366.090	1.658.457.143.941.090	6.672.840.154.231.320	3.917.586.695.104.170	0
9.380.658.050.788.320	26.506.121.614.938.900	1.515.678.983.399.890	4.271.544.671.064.370	3.333.344.692.970.960	5.031.706.154.265.750	11.286.410.043.484.200	9.901.600.307.034.770	4.034.349.047.158.280	0
78.101.449.331.968.300	1.873.150.477.385.610	2.041.888.992.581.830	7.214.895.724.180.280	32.522.888.082.252.200	35.118.608.085.870.300	16.800.399.608.404.100	6.848.548.028.789.380	4.033.773.709.343.130	0
9.406.325.752.898.280	21.676.215.866.041.700	2.794.858.944.543.100	6.156.110.794.077.740	35.547.303.468.825.600	3.479.830.782.769.110	16.340.715.053.314.500	32.108.292.482.849.900	3.097.277.957.477.160	0
632.125.931.522.299	20.725.770.955.362.300	8.532.139.516.959.510	5.987.876.583.564.680	2.864.892.804.214.000	4.917.653.131.949.630	10.546.886.238.857.300	7.450.280.799.509.560	45.014.572.038.139.800	0
6.581.878.201.548.960	2.729.827.446.610.100	3.716.944.440.353.840	811.473.101.538.499	4.160.834.805.385.990	35.147.683.939.412.300	151.293.344.878.207	792.610.264.962.444	4.201.662.864.465.830	0
6.755.145.901.551.620	23.126.013.129.603.100	1.853.669.864.747.700	8.757.133.178.602.190	3.425.480.142.026.660	38.511.464.773.745.900	1.388.883.432.960.500	793.024.357.267.662	5.162.729.749.397.480	0
9.445.129.837.868.650	14.580.540.244.684.300	13.168.529.155.675.900	944.447.108.562.294	310.583.373.858.597	5.926.590.209.759.500	8.606.396.746.986.940	7.757.745.951.035.690	38.751.652.466.165.400	0
9.024.845.037.417.500	1.280.966.912.100.070	1.985.967.647.580.380	8.016.422.649.173.730	30.015.037.702.033.100	4.511.434.810.056.510	14.770.862.942.397.900	7.377.802.564.597.580	39.852.505.057.435.700	0
6.800.119.090.315.870	2.420.080.815.075.140	3.914.340.332.881.000	950.169.458.771.527	1.871.707.143.624.390	37.645.659.307.467.800	1.143.246.634.722.870	737.772.750.262.626	3.854.939.899.721.070	0
7.174.135.162.807.990	20.340.893.462.062.200	20.401.102.461.471.300	7.681.806.287.243.670	2.870.856.791.225.610	3.155.499.000.194.930	14.533.510.036.354.200	7.440.561.602.695.700	3.939.895.656.598.680	0
7.657.991.236.998.250	23.696.088.924.616.200	1.424.578.912.129.940	628.906.485.943.393	3.731.653.628.100.850	41.662.418.891.074.700	10.464.238.582.078.500	8.585.276.860.502.760	2.437.296.287.559.570	0
8.322.986.672.402.290	20.725.246.223.156.400	28.049.646.283.166.300	8.827.061.283.189.610	29.781.308.453.289.100	358.725.868.777.638	1.870.927.336.873.050	6.091.142.039.439.820	4.052.135.727.552.660	0
980.272.078.232.571	987.716.435.320.576	27.357.456.744.580.300	9.218.150.392.671.160	3.231.990.765.186.450	5.124.287.308.410.490	14.168.933.512.645.700	5.945.443.977.025.940	2.764.633.881.427.260	0
6.101.955.230.748.900	21.526.808.956.209.200	15.976.926.225.079.300	8.857.160.043.515.520	30.848.269.542.902.200	41.784.355.271.672.800	13.147.279.495.872.300	6.250.564.152.969.250	35.355.963.295.430.200	0
4.997.770.601.283.680	28.008.241.070.652.800	26.849.194.735.446.800	6.130.756.541.740.460	37.423.296.058.432.000	297.611.540.021.754	15.571.570.956.087.100	705.602.746.097.244	34.046.329.060.198.400	0
4.815.766.790.717.070	2.176.870.931.635.100	16.392.135.068.872.300	7.461.170.474.153.530	2.787.422.963.817.940	4.814.808.282.952.950	15.517.296.303.602.900	7.769.337.360.386.980	437.522.381.127.182	0
65.480.205.581.308.300	2.785.851.051.769.880	25.508.386.948.825.600	6.749.377.795.488.940	36.687.150.202.057.200	49.732.175.280.008.400	16.563.166.510.560.800	7.932.367.839.549.260	36.118.603.716.661.000	0
6.618.010.905.584.660	23.366.163.585.289.200	1.959.886.073.972.560	470.104.934.575.262	4.325.563.849.636.950	401.669.790.618.845	11.766.146.433.845.800	7.319.192.050.782.030	4.437.695.749.140.040	0
7.788.054.732.605.200	21.269.145.728.305.100	2.987.906.014.610.580	6.998.961.533.138.950	3.606.682.590.490.460	3.595.690.815.109.250	14.828.743.036.705.600	8.385.633.634.225.000	33.687.572.170.739.800	0
51.918.343.271.406.200	21.109.418.477.114.800	14.866.103.863.221.900	723.869.130.092.435	32.310.928.513.649.400	3.887.165.795.048.570	17.780.000.111.166.600	8.350.540.623.227.630	3.859.800.939.300.220	0
6.869.638.941.459.090	2.512.934.475.373.410	21.728.821.295.296.400	8.803.174.745.405.890	27.977.685.654.559.600	539.466.876.868.315	12.994.140.000.006.100	5.640.970.791.971.590	472.670.245.351.097	0
9.058.628.424.072.680	15.535.755.713.289.600	1.573.746.893.784.720	7.251.978.855.273.580	3.432.339.769.805.970	4.633.892.559.930.150	1.785.447.001.822.540	8.317.518.933.638.530	3.652.134.470.079.700	0
729.188.832.527.326	12.754.429.714.087.500	2.778.404.848.396.930	9.754.475.933.171.070	24.733.541.192.889.600	4.396.493.286.195.820	1.728.504.169.383.270	5.955.632.952.162.500	5.328.712.788.466.370	0
7.275.908.773.683.990	17.522.037.648.489.400	22.644.766.347.518.800	7.886.854.526.878.820	2.933.098.536.568.150	3.733.456.925.750.200	1.741.168.255.296.830	5.679.928.677.247.690	5.062.297.798.479.720	0
6.512.737.123.980.120	22.926.386.100.755.500	22.475.046.873.480.900	12.580.026.491.367.800	19.203.359.167.581.100	4.795.012.785.933.440	9.983.462.391.809.040	6.666.857.615.209.300	4.612.963.629.350.580	0
7.207.886.781.343.900	17.587.029.407.292.700	3.580.429.261.340.400	8.066.059.052.365.770	320.102.172.631.951	46.856.282.875.663.600	16.164.091.274.037.200	711.466.606.777.528	3.762.741.072.399.460	0
5.324.941.855.611.650	28.008.965.491.445.100	35.344.658.047.005.900	13.043.806.107.761.000	18.020.674.636.482.300	39.242.149.580.418.400	1.050.481.954.758.380	55.084.667.854.857.900	4.427.137.925.692.960	0
7.082.300.649.174.800	1.694.689.272.555.760	29.846.719.056.712.100	5.443.386.888.459.750	35.040.184.898.110.200	353.030.380.268.577	18.959.534.377.575.000	30.389.096.114.304.800	3.485.577.388.223.120	0
10.761.897.799.889.300	817.108.952.702.466	25.999.953.669.432.500	8.477.393.872.457.030	31.842.724.084.571.600	39.270.408.181.841.500	12.716.350.142.148.700	5.224.697.244.385.630	4.661.798.516.052.160	0
6.286.806.948.436.970	25.830.005.161.775.400	1.377.737.619.108.900	7.483.257.698.182.110	32.868.064.962.605.100	5.634.347.751.029.110	16.460.836.876.715.500	7.351.665.351.167.080	41.048.632.751.894.100	0
979.455.869.937.693	12.987.095.837.698.300	2.068.273.174.245.480	9.390.842.592.507.870	291.980.083.478.375	427.123.948.431.111	11.853.228.088.627.500	787.114.694.303.526	29.454.187.377.034.100	0
8.210.443.565.143.710	16.710.219.152.011.400	13.933.085.360.107.900	10.422.841.783.337.900	24.348.594.183.486.800	39.106.887.363.378.000	13.747.057.680.225.500	6.105.821.028.553.090	4.976.055.159.693.940	0
10.356.118.827.208.300	1.363.237.517.489.280	4.862.156.395.153.600	9.158.703.902.851.240	32.792.275.104.512.400	3.657.202.915.004.250	1.797.556.383.516.240	7.735.985.434.424.160	4.201.849.441.297.080	0
79.589.842.918.841.800	17.148.362.468.653.800	23.625.813.886.131.700	9.537.735.147.164.770	2.599.799.661.706.740	32.762.388.101.792.100	16.117.110.461.678.800	10.775.404.263.860.500	4.698.007.916.123.440	0
6.552.847.474.374.970	1.988.069.396.513.820	3.400.642.073.313.580	8.691.206.175.159.930	27.490.435.120.291.800	4.771.639.067.796.360	14.369.630.090.209.800	7.817.306.258.634.730	4.687.986.155.246.700	0
7.628.552.723.143.850	15.679.369.424.379.300	26.244.036.907.954.300	8.337.610.433.523.370	25.504.319.358.074.300	4.959.669.861.271.210	13.633.974.380.958.400	6.560.484.124.722.670	4.182.057.147.919.710	0
4.790.840.540.243.070	268.720.881.226.567	178.623.690.025.893	45.545.736.271.835.400	3.772.411.613.367.020	6.088.468.563.126.530	10.806.313.106.364.400	8.370.223.598.882.290	32.588.589.450.315.200	0
7.710.959.938.844.840	18.193.812.564.611.900	6.552.626.314.154.260	5.389.248.620.834.630	39.059.639.197.646.200	5.162.840.828.595.390	1.701.078.491.025.430	5.824.173.419.085.480	4.288.946.820.394.490	0
8.291.299.005.968.140	21.121.703.429.690.400	20.008.134.957.386.800	876.787.503.481.929	2.757.673.210.671.810	4.759.091.298.984.670	12.614.668.895.286.300	6.661.298.363.412.850	34.247.019.206.523.800	0
9.032.660.579.144.680	12.144.144.151.263.700	15.618.170.247.930.500	6.157.490.739.246.970	37.292.745.570.034.000	3.906.572.261.202.910	15.030.315.106.001.700	6.312.561.699.518.410	4.927.218.272.272.610	0
7.129.424.730.462.980	17.837.235.229.089.500	25.840.578.887.671.300	7.487.823.264.368.260	31.298.272.670.844.700	3.232.989.151.905.890	1.640.615.621.501.780	6.915.760.946.262.220	3.418.610.802.866.970	0
8.075.494.507.899.100	1.958.049.958.466.860	29.483.601.853.899.700	10.493.840.916.586.800	298.737.219.288.431	32.174.833.893.874.300	9.751.086.325.279.000	7.273.442.314.285.370	3.682.919.645.453.320	0
1.004.967.371.845.640	13.283.283.666.326.800	11.557.032.038.390.400	8.550.572.663.151.960	3.235.080.720.095.440	44.276.804.967.069.600	13.376.148.628.814.000	9.217.616.983.865.360	5.133.477.823.277.880	0
5.667.650.646.643.190	2.299.283.665.401.690	1.695.389.873.630.930	877.430.610.207.418	2.935.742.499.094.300	5.541.205.361.936.260	14.254.640.735.422.000	544.367.023.778.621	3.633.213.756.490.480	0
6.795.469.009.842.260	18.778.302.010.878.700	15.300.838.671.098.200	7.486.598.423.987.710	3.169.569.344.844.350	49.866.592.804.075.000	1.960.042.881.086.130	55.401.112.722.450.800	5.163.088.153.779.060	0
10.041.027.974.912.500	11.383.111.217.435.100	16.266.434.445.278.800	7.939.074.357.822.580	36.386.689.020.030.800	5.574.860.613.065.090	13.195.340.678.597.400	7.523.322.130.874.460	38.075.626.058.306.600	0
7.296.037.733.901.170	23.573.519.293.861.200	3.604.370.663.776.600	5.196.212.760.217.530	37.719.066.570.876.500	38.561.432.069.032.000	17.052.713.257.315.800	8.962.355.084.319.450	4.168.526.117.629.010	0
5.862.641.232.845.860	18.506.521.994.820.300	4.406.927.215.787.570	4.382.721.317.231.570	4.126.901.113.506.210	33.157.013.865.036.900	15.306.078.918.039.000	5.960.581.211.442.570	5.507.420.939.572.820	0
729.214.180.515.922	17.448.042.698.544.800	3.399.165.156.687.040	9.511.792.391.790.860	25.916.496.516.577.700	4.351.080.173.052.640	16.293.614.068.290.000	8.169.010.445.060.520	4.466.912.564.165.000	0
7.821.970.940.156.010	15.718.154.549.542.000	2.331.818.797.602.000	908.403.988.031.659	32.485.165.866.026.300	2.946.365.313.741.960	1.718.676.578.496.330	7.256.837.618.844.730	3.532.958.335.149.620	0
11.301.793.996.392.200	7.745.958.610.044.370	3.922.761.945.662.090	8.517.986.143.491.280	33.750.124.660.282.600	4.108.561.139.478.790	14.326.888.853.101.700	53.121.259.637.557.400	3.309.580.397.460.670	0
9.161.088.612.884.830	119.841.904.634.348	26.618.059.636.775.600	6.105.573.328.902.780	3.432.892.340.426.030	3.797.251.815.981.080	10.899.926.412.079.500	5.458.073.576.270.170	4.888.061.137.333.910	0
77.984.536.762.012.100	18.839.494.231.709.100	32.704.569.285.770.500	11.078.872.478.914.500	2.581.911.841.475.420	5.071.786.882.733.100	18.272.439.235.274.600	8.517.766.213.336.220	4.107.267.203.260.770	0
5.564.342.490.630.350	25.620.882.997.776.900	11.245.735.766.690.400	7.212.253.930.841.300	32.933.836.637.555.200	3.695.555.132.553.010	15.640.053.344.806.000	5.115.034.440.489.520	22.859.878.491.983.500	0
788.659.122.732.868	21.305.259.073.034.600	38.852.029.635.921.200	11.170.788.619.781.100	28.170.077.681.472.600	3.261.153.502.173.290	10.385.172.454.825.500	6.466.250.070.111.090	4.589.983.507.854.720	0
9.597.191.856.878.170	1.670.889.759.575.680	21.153.322.826.848.300	79.444.693.087.435	3.460.750.158.091.860	33.519.760.824.941.800	14.347.676.089.238.000	50.642.447.466.178.300	5.145.152.870.605.280	0
69.642.259.425.787.300	21.276.449.436.191.000	29.957.191.215.399.700	7.675.187.645.707.460	32.125.089.808.107.300	3.780.855.456.328.620	13.127.693.679.388.200	7.208.900.098.383.200	39.904.375.721.644.000	0
7.672.909.522.943.800	15.287.830.510.283.900	22.989.351.184.203.000	6.231.913.253.120.570	343.439.017.311.167	40.114.087.862.448.000	14.252.683.739.036.100	6.429.129.182.004.710	4.268.227.481.536.430	0
5.382.489.039.471.640	24.001.821.389.053.900	18.189.394.980.182.700	5.551.990.467.549.900	3.977.000.650.145.900	5.514.762.022.342.030	12.818.729.667.095.200	797.799.110.766.843	4.173.330.283.253.800	0
7.022.952.113.429.300	26.452.560.648.586.900	15.978.355.249.095.100	1.095.620.545.551.420	26.206.455.140.067.100	41.270.942.337.670.300	5.315.286.537.158.270	7.602.449.071.926.580	4.971.907.098.518.460	0
10.026.223.807.942.100	940.913.074.831.264	2.551.009.729.821.460	661.411.403.077.891	3.854.026.594.938.680	38.846.726.596.970.000	11.887.161.249.998.500	6.927.397.868.931.030	3.736.228.470.573.530	0
5.500.186.640.904.180	25.467.270.502.539.400	2.108.285.204.428.110	8.369.354.097.772.290	34.781.651.449.635.600	4.697.953.750.459.350	13.496.404.312.223.100	60.045.866.658.609.900	4.178.478.951.476.260	0
754.370.046.605.691	1.616.231.416.269.470	1.911.601.208.412.300	8.493.406.748.544.630	2.899.599.528.593.490	44.028.344.556.871.200	13.336.769.607.800.900	8.024.323.688.941.070	36.305.365.783.974.600	0
6.848.331.559.049.440	15.918.805.013.792.600	12.837.506.062.969.400	5.164.448.054.837.880	37.399.171.050.123.600	5.588.155.667.445.220	12.254.080.760.936.000	6.977.221.026.672.520	4.396.604.556.065.470	0
59.102.517.293.372.000	28.273.901.696.086.200	15.244.846.394.587.400	6.636.550.648.923.890	36.338.468.266.961.100	6.953.695.279.880.470	13.138.353.147.225.200	8.980.101.069.435.710	3.660.922.907.594.770	0
9.567.822.726.280.440	17.311.149.825.407.000	3.878.746.270.509.900	5.149.999.932.263.150	44.497.055.197.132.200	4.924.115.244.038.290	12.904.220.856.973.500	484.814.771.779.191	4.197.919.054.995.080	0
4.296.247.023.728.070	2.781.475.240.565.230	1.967.248.721.317.720	4.955.218.159.094.360	4.146.367.262.353.180	33.006.737.897.028.400	11.293.186.608.906.300	7.066.553.966.423.820	416.332.898.150.423	0
852.966.934.763.357	1.577.004.810.745.700	18.203.730.028.658.200	8.926.826.327.180.080	30.954.197.739.161.100	4.986.508.327.129.340	12.287.824.431.743.300	5.202.874.104.822.040	37.760.408.374.335.300	0
8.065.339.036.104.210	1.741.205.842.541.130	21.366.283.597.986.200	7.490.944.013.599.900	31.518.040.538.058.500	4.970.192.344.659.090	11.417.018.608.003.300	4.621.319.792.414.960	375.639.170.748.219	0
9.158.445.163.262.000	18.667.297.297.271.300	15.797.030.395.803.200	8.151.080.662.487.410	3.338.122.637.665.630	42.575.201.760.468.000	12.182.638.877.167.300	1.126.227.330.070.510	4.525.236.730.798.250	0
8.848.586.282.929.040	1.889.199.828.896.790	32.033.332.018.857.200	13.127.000.000.000.000	18.239.737.024.563.600	47.979.197.473.086.600	1.207.044.433.056.190	7.767.133.749.197.120	4.014.681.857.976.110	0
9.495.456.381.941.780	18.587.859.436.173.100	18.088.354.849.646.300	752.737.530.907.068	38.876.865.661.556.400	40.945.099.774.475.600	12.397.703.528.468.300	63.359.143.729.196.000	4.168.541.279.325.780	0
8.052.893.916.459.470	19.899.447.428.347.500	902.507.935.959.796	7.217.787.957.548.940	3.383.969.096.955.490	32.843.311.026.419.200	9.142.523.493.633.570	4.275.321.530.974.410	36.348.445.415.750.200	0
6.425.873.866.275.690	18.898.028.152.061.900	11.965.396.508.460.600	7.571.122.584.488.700	3.654.536.552.185.630	5.029.910.878.351.930	13.866.487.230.187.200	9.681.811.277.026.670	37.319.365.027.538.700	0
